0,1.214381899
0,5.622306391
2,11.77215522
6,18.36411225
0,27.2179448
10,38.10249543
27,51.19882744
28,64.91880229
35,80.03030054
42,97.50418953
24,120.8461503
19,145.7879126
6,152.757658
4,131.592428
5,100.0895231
6,73.63209608
4,54.60231744
9,39.48028161
7,26.47861379
8,17.63748553
6,12.19992341
4,9.286099702
1,7.642496278
4,6.219104848
2,5.240449918
8,4.655093059
1,4.070456344
5,3.511186184
4,3.255691478
3,2.809253489
5,2.610696627
1,2.391125442
1,2.177055785
4,1.999591704
4,1.923572126
4,1.756870669
4,1.649940915
5,1.56213126
4,1.523336371
2,1.412605258
5,1.384416271
4,1.279259769
1,1.20698624
1,1.166649267
6,1.157969344
4,1.123863599
4,1.07388241
5,1.008928377
2,1.004606505
3,0.982700051
1,1.005035342
2,0.936589682
5,0.930199929
3,0.943187832
3,0.93619016
3,0.892216658
2,0.912078877
5,0.911334279
2,0.891534043
5,0.91460231
4,0.90674946
6,0.897504218
6,0.903801328
4,0.891902508
6,0.876888213
3,0.871174903
5,0.88346685
4,0.870922224
4,0.876190632
6,0.894713569
5,0.859153942
5,0.891434355
4,0.887269827
2,0.894383751
4,0.901563092
4,0.898895114
5,0.906649078
5,0.916781977
5,0.917355507
9,0.921224756
6,0.910374528
3,0.914954782
6,0.921574401
2,0.911906442
3,0.888837503
8,0.890498272
9,0.89026236
5,0.856216028
4,0.8429036
6,0.821111556
8,0.812439271
9,0.794810402
5,0.782643325
4,0.756659256
1,0.745177574
6,0.709482413
5,0.701095691
4,0.676372658
3,0.663400542
2,0.635528
4,0.612945705
4,0.592194094
2,0.554118506
1,0.535397253
6,0.513405398
2,0.475550072
6,0.478169454
2,0.450248403
4,0.423958408
5,0.396119604
3,0.382623777
2,0.35831866
4,0.353203615
2,0.341468196
2,0.316178928
0,0.304193518
1,0.282894784
2,0.291984476
5,0.259366961
2,0.259872926
5,0.243090083
3,0.237369983
1,0.224301189
1,0.222068978
1,0.210288551
1,0.203963805
1,0.194529536
2,0.186922196
1,0.183464234
1,0.177203245
1,0.166013501
1,0.170406327
0,0.159915627
4,0.151693315
1,0.148686899
2,0.149625547
3,0.137575848
0,0.13089846
1,0.130024528
0,0.124036472
1,0.124423287
1,0.119853439
0,0.112729739
3,0.106659326
2,0.109355479
2,0.105483093
1,0.102380629
0,0.095279727
3,0.093278248
1,0.090511125
2,0.088201243
0,0.087021886
2,0.082493436
1,0.084216365
1,0.078956456
0,0.075254402
2,0.068636994
0,0.071620776
2,0.064188933
0,0.067452317
1,0.065641934
1,0.06297574
0,0.06379705
1,0.061139148
0,0.05391862
0,0.056833038
1,0.053031024
0,0.050726545
2,0.050015851
0,0.053271108
0,0.04463483
0,0.047308181
0,0.043396038
0,0.044226747
0,0.042559335
1,0.042034248
1,0.041072204
0,0.037292585
1,0.032875033
0,0.033201662
0,0.036388463
1,0.032332566
0,0.032836174
1,0.028687744
0,0.029432911
0,0.029138828
1,0.028565418
1,0.028253304
0,0.025115336
0,0.024720518
0,0.024118419
2,0.026707514
1,0.021739934
1,0.023491686
0,0.020074197
0,0.02392712
1,0.022551968
0,0.019609803
0,0.018910212
1,0.020150185
