0,1.214381899
0,5.622306391
1,11.77215522
0,18.36411225
8,27.2179448
13,38.10249543
11,51.19882744
10,64.91880229
5,80.03030054
5,97.50418953
0,120.8461503
0,145.7879126
8,152.757658
10,131.592428
9,100.0895231
20,73.63209608
12,54.60231744
14,39.48028161
15,26.47861379
8,17.63748553
5,12.19992341
6,9.286099702
3,7.642496278
7,6.219104848
6,5.240449918
3,4.655093059
3,4.070456344
5,3.511186184
1,3.255691478
6,2.809253489
2,2.610696627
4,2.391125442
3,2.177055785
3,1.999591704
2,1.923572126
0,1.756870669
2,1.649940915
3,1.56213126
6,1.523336371
6,1.412605258
4,1.384416271
5,1.279259769
5,1.20698624
2,1.166649267
0,1.157969344
3,1.123863599
1,1.07388241
5,1.008928377
2,1.004606505
4,0.982700051
1,1.005035342
2,0.936589682
0,0.930199929
7,0.943187832
3,0.93619016
2,0.892216658
1,0.912078877
0,0.911334279
5,0.891534043
2,0.91460231
4,0.90674946
1,0.897504218
1,0.903801328
0,0.891902508
3,0.876888213
0,0.871174903
3,0.88346685
6,0.870922224
3,0.876190632
9,0.894713569
2,0.859153942
3,0.891434355
4,0.887269827
4,0.894383751
3,0.901563092
4,0.898895114
2,0.906649078
8,0.916781977
4,0.917355507
9,0.921224756
10,0.910374528
5,0.914954782
2,0.921574401
3,0.911906442
5,0.888837503
4,0.890498272
4,0.89026236
4,0.856216028
3,0.8429036
1,0.821111556
3,0.812439271
3,0.794810402
6,0.782643325
6,0.756659256
4,0.745177574
5,0.709482413
5,0.701095691
7,0.676372658
4,0.663400542
3,0.635528
4,0.612945705
3,0.592194094
8,0.554118506
2,0.535397253
2,0.513405398
3,0.475550072
6,0.478169454
2,0.450248403
1,0.423958408
1,0.396119604
6,0.382623777
4,0.35831866
2,0.353203615
1,0.341468196
5,0.316178928
2,0.304193518
1,0.282894784
1,0.291984476
2,0.259366961
2,0.259872926
3,0.243090083
1,0.237369983
3,0.224301189
0,0.222068978
0,0.210288551
3,0.203963805
2,0.194529536
1,0.186922196
4,0.183464234
2,0.177203245
1,0.166013501
0,0.170406327
3,0.159915627
2,0.151693315
0,0.148686899
2,0.149625547
3,0.137575848
1,0.13089846
0,0.130024528
0,0.124036472
0,0.124423287
2,0.119853439
3,0.112729739
1,0.106659326
1,0.109355479
2,0.105483093
0,0.102380629
1,0.095279727
2,0.093278248
0,0.090511125
2,0.088201243
0,0.087021886
0,0.082493436
1,0.084216365
2,0.078956456
1,0.075254402
0,0.068636994
2,0.071620776
0,0.064188933
0,0.067452317
1,0.065641934
1,0.06297574
1,0.06379705
0,0.061139148
0,0.05391862
0,0.056833038
1,0.053031024
0,0.050726545
0,0.050015851
1,0.053271108
1,0.04463483
0,0.047308181
0,0.043396038
0,0.044226747
0,0.042559335
0,0.042034248
0,0.041072204
0,0.037292585
0,0.032875033
1,0.033201662
0,0.036388463
0,0.032332566
1,0.032836174
0,0.028687744
0,0.029432911
0,0.029138828
0,0.028565418
0,0.028253304
0,0.025115336
0,0.024720518
0,0.024118419
1,0.026707514
0,0.021739934
0,0.023491686
0,0.020074197
0,0.02392712
0,0.022551968
0,0.019609803
0,0.018910212
1,0.020150185
